invoice_id,customer_id,billing_cycle_start,billing_cycle_end,plan_charge,usage_charge,vas_charge,tax_gst,late_fee,total_amount,due_date,payment_status
5248,1114,2026-04-01,2026-04-30,99.00,27.07,19.00,26.11,0.00,171.18,2026-05-15,Paid
5249,1114,2026-05-01,2026-05-31,99.00,28.01,19.00,26.28,0.00,172.29,2026-06-15,Paid
5250,1114,2026-06-01,2026-06-30,99.00,22.31,0.00,21.84,0.00,143.15,2026-07-15,Paid
5251,1114,2026-07-01,2026-07-31,99.00,89.57,49.00,42.76,0.00,280.33,2026-08-15,Paid
5252,1114,2026-08-01,2026-08-31,99.00,9.96,99.00,37.43,0.00,245.39,2026-09-15,Paid
5253,1117,2026-03-01,2026-03-31,849.00,39.04,99.00,177.67,84.19,1248.90,2026-04-15,Overdue
5254,1117,2026-04-01,2026-04-30,849.00,55.10,29.00,167.96,0.00,1101.06,2026-05-15,Paid
5255,1117,2026-05-01,2026-05-31,849.00,49.17,29.00,166.89,67.97,1162.03,2026-06-15,Overdue
5256,1117,2026-06-01,2026-06-30,849.00,24.10,0.00,157.16,0.00,1030.26,2026-07-15,Paid
5257,1117,2026-07-01,2026-07-31,849.00,86.56,99.00,186.22,0.00,1220.78,2026-08-15,Unpaid
5258,1117,2026-08-01,2026-08-31,849.00,2.30,49.00,162.05,0.00,1062.35,2026-09-15,Paid
5259,1120,2026-03-01,2026-03-31,849.00,80.88,99.00,185.20,0.00,1214.08,2026-04-15,Paid
5260,1120,2026-04-01,2026-04-30,849.00,81.94,99.00,185.39,0.00,1215.33,2026-05-15,Paid
5261,1120,2026-05-01,2026-05-31,849.00,58.34,0.00,163.32,0.00,1070.66,2026-06-15,Paid
5262,1120,2026-06-01,2026-06-30,849.00,36.34,0.00,159.36,0.00,1044.70,2026-07-15,Unpaid
5263,1120,2026-07-01,2026-07-31,849.00,31.96,0.00,158.57,0.00,1039.53,2026-08-15,Unpaid
5264,1120,2026-08-01,2026-08-31,849.00,7.21,99.00,171.94,0.00,1127.15,2026-09-15,Unpaid
5265,1124,2026-03-01,2026-03-31,479.00,27.30,29.00,96.35,0.00,631.65,2026-04-15,Paid
5266,1124,2026-04-01,2026-04-30,479.00,17.76,0.00,89.42,39.50,625.68,2026-05-15,Overdue
5267,1124,2026-05-01,2026-05-31,479.00,98.86,99.00,121.83,0.00,798.69,2026-06-15,Paid
5268,1124,2026-06-01,2026-06-30,479.00,85.26,29.00,106.79,0.00,700.05,2026-07-15,Paid
5269,1124,2026-07-01,2026-07-31,479.00,14.98,49.00,97.74,0.00,640.72,2026-08-15,Paid
5270,1124,2026-08-01,2026-08-31,479.00,17.62,99.00,107.21,0.00,702.83,2026-09-15,Unpaid
5271,1126,2026-03-01,2026-03-31,199.00,41.97,99.00,61.19,0.00,401.16,2026-04-15,Paid
5272,1126,2026-04-01,2026-04-30,199.00,28.26,19.00,44.33,0.00,290.59,2026-05-15,Paid
5273,1126,2026-05-01,2026-05-31,199.00,86.98,0.00,51.48,0.00,337.46,2026-06-15,Paid
5274,1126,2026-06-01,2026-06-30,199.00,9.36,29.00,42.72,0.00,280.08,2026-07-15,Paid
5275,1126,2026-07-01,2026-07-31,199.00,0.39,19.00,39.31,0.00,257.70,2026-08-15,Paid
5276,1126,2026-08-01,2026-08-31,199.00,35.11,0.00,42.14,0.00,276.25,2026-09-15,Unpaid
5277,1129,2026-03-01,2026-03-31,179.00,25.28,99.00,54.59,0.00,357.87,2026-04-15,Paid
5278,1129,2026-04-01,2026-04-30,179.00,32.31,29.00,43.26,0.00,283.57,2026-05-15,Paid
5279,1129,2026-05-01,2026-05-31,179.00,27.71,0.00,37.21,0.00,243.92,2026-06-15,Unpaid
5280,1129,2026-06-01,2026-06-30,179.00,65.98,49.00,52.92,0.00,346.90,2026-07-15,Paid
5281,1129,2026-07-01,2026-07-31,179.00,98.25,0.00,49.91,0.00,327.16,2026-08-15,Paid
5282,1129,2026-08-01,2026-08-31,179.00,15.90,99.00,52.90,0.00,346.80,2026-09-15,Unpaid
5283,1130,2026-03-01,2026-03-31,149.00,44.69,0.00,34.86,0.00,228.55,2026-04-15,Unpaid
5284,1130,2026-04-01,2026-04-30,149.00,1.06,99.00,44.83,0.00,293.89,2026-05-15,Paid
5285,1130,2026-05-01,2026-05-31,149.00,23.34,0.00,31.02,0.00,203.36,2026-06-15,Paid
5286,1130,2026-06-01,2026-06-30,149.00,31.42,29.00,37.70,0.00,247.12,2026-07-15,Paid
5287,1130,2026-07-01,2026-07-31,149.00,86.35,29.00,47.58,0.00,311.93,2026-08-15,Paid
5288,1130,2026-08-01,2026-08-31,149.00,64.61,29.00,43.67,0.00,286.28,2026-09-15,Paid
5289,1134,2026-03-01,2026-03-31,399.00,90.43,0.00,88.10,0.00,577.53,2026-04-15,Paid
5290,1134,2026-04-01,2026-04-30,399.00,22.08,29.00,81.01,0.00,531.09,2026-05-15,Paid
5291,1134,2026-05-01,2026-05-31,399.00,29.85,0.00,77.19,0.00,506.04,2026-06-15,Paid
5292,1134,2026-06-01,2026-06-30,399.00,33.81,0.00,77.91,0.00,510.72,2026-07-15,Paid
5293,1134,2026-07-01,2026-07-31,399.00,3.54,0.00,72.46,0.00,475.00,2026-08-15,Paid
5294,1134,2026-08-01,2026-08-31,399.00,36.30,29.00,83.57,0.00,547.87,2026-09-15,Unpaid
5295,1136,2026-03-01,2026-03-31,649.00,82.94,19.00,135.17,0.00,886.11,2026-04-15,Paid
5296,1136,2026-04-01,2026-04-30,649.00,63.27,0.00,128.21,0.00,840.48,2026-05-15,Paid
5297,1136,2026-05-01,2026-05-31,649.00,25.33,0.00,121.38,0.00,795.71,2026-06-15,Paid
5298,1136,2026-06-01,2026-06-30,649.00,36.97,49.00,132.29,0.00,867.26,2026-07-15,Paid
5299,1136,2026-07-01,2026-07-31,649.00,46.19,29.00,130.35,0.00,854.54,2026-08-15,Paid
5300,1136,2026-08-01,2026-08-31,649.00,39.35,19.00,127.32,0.00,834.67,2026-09-15,Paid
5301,1137,2026-03-01,2026-03-31,99.00,37.55,99.00,42.40,0.00,277.95,2026-04-15,Paid
5302,1137,2026-04-01,2026-04-30,99.00,54.58,0.00,27.64,34.39,215.61,2026-05-15,Overdue
5303,1137,2026-05-01,2026-05-31,99.00,12.54,29.00,25.30,0.00,165.84,2026-06-15,Paid
5304,1137,2026-06-01,2026-06-30,99.00,40.16,0.00,25.05,0.00,164.21,2026-07-15,Paid
5305,1137,2026-07-01,2026-07-31,99.00,62.86,29.00,34.35,0.00,225.21,2026-08-15,Unpaid
5306,1137,2026-08-01,2026-08-31,99.00,17.77,0.00,21.02,0.00,137.79,2026-09-15,Unpaid
5307,1143,2026-03-01,2026-03-31,399.00,62.93,29.00,88.37,0.00,579.30,2026-04-15,Paid
5308,1143,2026-04-01,2026-04-30,399.00,71.71,19.00,88.15,0.00,577.86,2026-05-15,Paid
5309,1143,2026-05-01,2026-05-31,399.00,46.67,49.00,89.04,0.00,583.71,2026-06-15,Paid
5310,1143,2026-06-01,2026-06-30,399.00,49.62,29.00,85.97,0.00,563.59,2026-07-15,Paid
5311,1143,2026-07-01,2026-07-31,399.00,36.92,29.00,83.69,0.00,548.61,2026-08-15,Paid
5312,1143,2026-08-01,2026-08-31,399.00,68.98,0.00,84.24,0.00,552.22,2026-09-15,Unpaid
5313,1144,2026-03-01,2026-03-31,949.00,32.42,49.00,185.48,0.00,1215.90,2026-04-15,Paid
5314,1144,2026-04-01,2026-04-30,949.00,64.06,0.00,182.35,0.00,1195.41,2026-05-15,Unpaid
5315,1144,2026-05-01,2026-05-31,949.00,12.93,49.00,181.97,0.00,1192.90,2026-06-15,Unpaid
5316,1144,2026-06-01,2026-06-30,949.00,52.28,0.00,180.23,0.00,1181.51,2026-07-15,Paid
5317,1144,2026-07-01,2026-07-31,949.00,75.46,19.00,187.82,0.00,1231.28,2026-08-15,Paid
5318,1144,2026-08-01,2026-08-31,949.00,6.07,99.00,189.73,0.00,1243.80,2026-09-15,Unpaid
5319,1145,2026-03-01,2026-03-31,239.00,39.03,0.00,50.05,0.00,328.08,2026-04-15,Paid
5320,1145,2026-04-01,2026-04-30,239.00,97.88,0.00,60.64,0.00,397.52,2026-05-15,Unpaid
5321,1145,2026-05-01,2026-05-31,239.00,48.24,19.00,55.12,92.45,453.81,2026-06-15,Overdue
5322,1145,2026-06-01,2026-06-30,239.00,92.59,0.00,59.69,22.41,413.69,2026-07-15,Overdue
5323,1145,2026-07-01,2026-07-31,239.00,10.70,29.00,50.17,0.00,328.87,2026-08-15,Unpaid
5324,1145,2026-08-01,2026-08-31,239.00,44.17,29.00,56.19,0.00,368.36,2026-09-15,Paid
5325,1147,2026-03-01,2026-03-31,849.00,87.43,99.00,186.38,69.11,1290.92,2026-04-15,Overdue
5326,1147,2026-04-01,2026-04-30,849.00,56.50,49.00,171.81,66.84,1193.15,2026-05-15,Overdue
5327,1147,2026-05-01,2026-05-31,849.00,5.65,49.00,162.66,0.00,1066.31,2026-06-15,Paid
5328,1147,2026-06-01,2026-06-30,849.00,79.92,0.00,167.21,0.00,1096.13,2026-07-15,Paid
5329,1147,2026-07-01,2026-07-31,849.00,39.11,0.00,159.86,0.00,1047.97,2026-08-15,Unpaid
5330,1147,2026-08-01,2026-08-31,849.00,66.91,49.00,173.68,0.00,1138.59,2026-09-15,Unpaid
5331,1150,2026-03-01,2026-03-31,179.00,11.57,99.00,52.12,0.00,341.69,2026-04-15,Paid
5332,1150,2026-04-01,2026-04-30,179.00,36.35,29.00,43.98,0.00,288.33,2026-05-15,Paid
5333,1150,2026-05-01,2026-05-31,179.00,40.00,99.00,57.24,0.00,375.24,2026-06-15,Unpaid
5334,1150,2026-06-01,2026-06-30,179.00,52.83,0.00,41.73,26.01,299.57,2026-07-15,Overdue
5335,1150,2026-07-01,2026-07-31,179.00,92.96,0.00,48.95,0.00,320.91,2026-08-15,Paid
5336,1150,2026-08-01,2026-08-31,179.00,7.92,49.00,42.47,0.00,278.39,2026-09-15,Unpaid
5337,1152,2026-03-01,2026-03-31,499.00,79.76,99.00,122.00,0.00,799.76,2026-04-15,Paid
5338,1152,2026-04-01,2026-04-30,499.00,29.52,0.00,95.13,0.00,623.65,2026-05-15,Paid
5339,1152,2026-05-01,2026-05-31,499.00,76.76,49.00,112.46,0.00,737.22,2026-06-15,Paid
5340,1152,2026-06-01,2026-06-30,499.00,48.39,29.00,103.75,0.00,680.14,2026-07-15,Paid
5341,1152,2026-07-01,2026-07-31,499.00,86.12,99.00,123.14,0.00,807.26,2026-08-15,Unpaid
5342,1152,2026-08-01,2026-08-31,499.00,10.70,49.00,100.57,0.00,659.27,2026-09-15,Paid
5343,1153,2026-03-01,2026-03-31,249.00,0.20,0.00,44.86,96.46,390.52,2026-04-15,Overdue
5344,1153,2026-04-01,2026-04-30,249.00,35.02,99.00,68.94,0.00,451.96,2026-05-15,Paid
5345,1153,2026-05-01,2026-05-31,249.00,71.55,19.00,61.12,0.00,400.67,2026-06-15,Paid
5346,1153,2026-06-01,2026-06-30,249.00,59.81,0.00,55.59,0.00,364.40,2026-07-15,Paid
5347,1153,2026-07-01,2026-07-31,249.00,37.46,99.00,69.38,0.00,454.84,2026-08-15,Unpaid
5348,1153,2026-08-01,2026-08-31,249.00,70.98,29.00,62.82,0.00,411.80,2026-09-15,Unpaid
5349,1155,2026-03-01,2026-03-31,799.00,33.36,0.00,149.82,0.00,982.18,2026-04-15,Paid
5350,1155,2026-04-01,2026-04-30,799.00,57.04,29.00,159.31,0.00,1044.35,2026-05-15,Paid
5351,1155,2026-05-01,2026-05-31,799.00,52.59,49.00,162.11,0.00,1062.70,2026-06-15,Paid
5352,1155,2026-06-01,2026-06-30,799.00,2.09,29.00,149.42,0.00,979.51,2026-07-15,Paid
5353,1155,2026-07-01,2026-07-31,799.00,97.16,99.00,179.13,0.00,1174.29,2026-08-15,Paid
5354,1155,2026-08-01,2026-08-31,799.00,53.46,49.00,162.26,0.00,1063.72,2026-09-15,Paid
5355,1158,2026-03-01,2026-03-31,849.00,25.82,49.00,166.29,0.00,1090.11,2026-04-15,Paid
5356,1158,2026-04-01,2026-04-30,849.00,10.54,19.00,158.14,0.00,1036.68,2026-05-15,Paid
5357,1158,2026-05-01,2026-05-31,849.00,19.00,19.00,159.66,0.00,1046.66,2026-06-15,Paid
5358,1158,2026-06-01,2026-06-30,849.00,7.72,0.00,154.21,0.00,1010.93,2026-07-15,Unpaid
5359,1158,2026-07-01,2026-07-31,849.00,65.55,19.00,168.04,0.00,1101.59,2026-08-15,Paid
5360,1158,2026-08-01,2026-08-31,849.00,60.77,0.00,163.76,0.00,1073.53,2026-09-15,Unpaid
5361,1161,2026-03-01,2026-03-31,99.00,8.87,0.00,19.42,0.00,127.29,2026-04-15,Paid
5362,1161,2026-04-01,2026-04-30,99.00,71.23,0.00,30.64,0.00,200.87,2026-05-15,Paid
5363,1161,2026-05-01,2026-05-31,99.00,0.29,19.00,21.29,0.00,139.58,2026-06-15,Paid
5364,1161,2026-06-01,2026-06-30,99.00,77.95,19.00,35.27,0.00,231.22,2026-07-15,Paid
5365,1161,2026-07-01,2026-07-31,99.00,25.19,49.00,31.17,0.00,204.36,2026-08-15,Unpaid
5366,1161,2026-08-01,2026-08-31,99.00,44.51,0.00,25.83,0.00,169.34,2026-09-15,Unpaid
5367,1162,2026-03-01,2026-03-31,249.00,18.77,19.00,51.62,0.00,338.39,2026-04-15,Paid
5368,1162,2026-04-01,2026-04-30,249.00,67.26,29.00,62.15,0.00,407.41,2026-05-15,Paid
5369,1162,2026-05-01,2026-05-31,249.00,89.58,0.00,60.94,0.00,399.52,2026-06-15,Paid
5370,1162,2026-06-01,2026-06-30,249.00,37.99,19.00,55.08,0.00,361.07,2026-07-15,Paid
5371,1162,2026-07-01,2026-07-31,249.00,20.98,0.00,48.60,0.00,318.58,2026-08-15,Unpaid
5372,1162,2026-08-01,2026-08-31,249.00,69.97,0.00,57.41,0.00,376.38,2026-09-15,Unpaid
5373,1166,2026-03-01,2026-03-31,699.00,58.30,0.00,136.31,0.00,893.61,2026-04-15,Paid
5374,1166,2026-04-01,2026-04-30,699.00,22.68,49.00,138.72,0.00,909.40,2026-05-15,Paid
5375,1166,2026-05-01,2026-05-31,699.00,27.75,0.00,130.81,0.00,857.56,2026-06-15,Paid
5376,1166,2026-06-01,2026-06-30,699.00,70.68,0.00,138.54,0.00,908.22,2026-07-15,Paid
5377,1166,2026-07-01,2026-07-31,699.00,80.62,0.00,140.33,0.00,919.95,2026-08-15,Unpaid
5378,1166,2026-08-01,2026-08-31,699.00,70.04,29.00,143.65,0.00,941.69,2026-09-15,Paid
5379,1168,2026-03-01,2026-03-31,249.00,83.91,0.00,59.92,0.00,392.83,2026-04-15,Paid
5380,1168,2026-04-01,2026-04-30,249.00,63.97,0.00,56.33,0.00,369.30,2026-05-15,Paid
5381,1168,2026-05-01,2026-05-31,249.00,52.41,0.00,54.25,0.00,355.66,2026-06-15,Paid
5382,1168,2026-06-01,2026-06-30,249.00,86.40,49.00,69.19,0.00,453.59,2026-07-15,Paid
5383,1168,2026-07-01,2026-07-31,249.00,54.92,49.00,63.53,0.00,416.45,2026-08-15,Unpaid
5384,1168,2026-08-01,2026-08-31,249.00,78.92,29.00,64.25,0.00,421.17,2026-09-15,Paid
5385,1171,2026-03-01,2026-03-31,899.00,63.67,0.00,173.28,0.00,1135.95,2026-04-15,Paid
5386,1171,2026-04-01,2026-04-30,899.00,52.34,99.00,189.06,0.00,1239.40,2026-05-15,Unpaid
5387,1171,2026-05-01,2026-05-31,899.00,60.90,0.00,172.78,0.00,1132.68,2026-06-15,Paid
5388,1171,2026-06-01,2026-06-30,899.00,83.25,0.00,176.81,53.37,1212.43,2026-07-15,Overdue
5389,1171,2026-07-01,2026-07-31,899.00,92.79,0.00,178.52,0.00,1170.31,2026-08-15,Unpaid
5390,1171,2026-08-01,2026-08-31,899.00,55.45,99.00,189.62,0.00,1243.07,2026-09-15,Unpaid
5391,1178,2026-03-01,2026-03-31,239.00,10.68,99.00,62.76,0.00,411.44,2026-04-15,Paid
5392,1178,2026-04-01,2026-04-30,239.00,14.17,99.00,63.39,0.00,415.56,2026-05-15,Paid
5393,1178,2026-05-01,2026-05-31,239.00,83.98,0.00,58.14,0.00,381.12,2026-06-15,Unpaid
5394,1178,2026-06-01,2026-06-30,239.00,30.84,0.00,48.57,0.00,318.41,2026-07-15,Paid
5395,1178,2026-07-01,2026-07-31,239.00,44.34,0.00,51.00,0.00,334.34,2026-08-15,Paid
5396,1178,2026-08-01,2026-08-31,239.00,37.21,29.00,54.94,0.00,360.15,2026-09-15,Paid
5397,1179,2026-03-01,2026-03-31,399.00,10.93,99.00,91.61,0.00,600.54,2026-04-15,Paid
5398,1179,2026-04-01,2026-04-30,399.00,84.86,0.00,87.09,38.83,609.78,2026-05-15,Overdue
5399,1179,2026-05-01,2026-05-31,399.00,27.60,0.00,76.79,0.00,503.39,2026-06-15,Paid
5400,1179,2026-06-01,2026-06-30,399.00,18.50,49.00,83.97,0.00,550.47,2026-07-15,Paid
5401,1179,2026-07-01,2026-07-31,399.00,24.46,0.00,76.22,0.00,499.68,2026-08-15,Unpaid
5402,1179,2026-08-01,2026-08-31,399.00,33.68,0.00,77.88,0.00,510.56,2026-09-15,Unpaid
5403,1182,2026-03-01,2026-03-31,149.00,26.56,0.00,31.60,98.27,305.43,2026-04-15,Overdue
5404,1182,2026-04-01,2026-04-30,149.00,15.66,0.00,29.64,0.00,194.30,2026-05-15,Paid
5405,1182,2026-05-01,2026-05-31,149.00,13.15,49.00,38.01,0.00,249.16,2026-06-15,Paid
5406,1182,2026-06-01,2026-06-30,149.00,91.25,0.00,43.24,0.00,283.49,2026-07-15,Paid
5407,1182,2026-07-01,2026-07-31,149.00,17.69,19.00,33.42,0.00,219.11,2026-08-15,Unpaid
5408,1182,2026-08-01,2026-08-31,149.00,75.16,49.00,49.17,0.00,322.33,2026-09-15,Paid
5409,1184,2026-03-01,2026-03-31,899.00,51.01,0.00,171.00,0.00,1121.01,2026-04-15,Paid
5410,1184,2026-04-01,2026-04-30,899.00,12.41,0.00,164.05,0.00,1075.46,2026-05-15,Unpaid
5411,1184,2026-05-01,2026-05-31,899.00,22.87,49.00,174.76,0.00,1145.63,2026-06-15,Paid
5412,1184,2026-06-01,2026-06-30,899.00,75.66,0.00,175.44,0.00,1150.10,2026-07-15,Paid
5413,1184,2026-07-01,2026-07-31,899.00,32.05,99.00,185.41,0.00,1215.46,2026-08-15,Paid
5414,1184,2026-08-01,2026-08-31,899.00,33.63,29.00,173.09,0.00,1134.72,2026-09-15,Unpaid
5415,1187,2026-03-01,2026-03-31,249.00,92.00,19.00,64.80,0.00,424.80,2026-04-15,Paid
5416,1187,2026-04-01,2026-04-30,249.00,36.70,0.00,51.43,0.00,337.13,2026-05-15,Paid
5417,1187,2026-05-01,2026-05-31,249.00,12.76,49.00,55.94,0.00,366.70,2026-06-15,Unpaid
5418,1187,2026-06-01,2026-06-30,249.00,65.85,99.00,74.49,0.00,488.34,2026-07-15,Paid
5419,1187,2026-07-01,2026-07-31,249.00,64.18,29.00,61.59,0.00,403.77,2026-08-15,Unpaid
5420,1187,2026-08-01,2026-08-31,249.00,75.90,0.00,58.48,0.00,383.38,2026-09-15,Unpaid
5421,1189,2026-03-01,2026-03-31,479.00,40.13,99.00,111.26,0.00,729.39,2026-04-15,Paid
5422,1189,2026-04-01,2026-04-30,479.00,83.89,0.00,101.32,0.00,664.21,2026-05-15,Unpaid
5423,1189,2026-05-01,2026-05-31,479.00,10.15,99.00,105.87,0.00,694.02,2026-06-15,Paid
5424,1189,2026-06-01,2026-06-30,479.00,56.34,0.00,96.36,0.00,631.70,2026-07-15,Paid
5425,1189,2026-07-01,2026-07-31,479.00,65.20,0.00,97.96,0.00,642.16,2026-08-15,Paid
5426,1189,2026-08-01,2026-08-31,479.00,84.18,29.00,106.59,0.00,698.77,2026-09-15,Unpaid
5427,1196,2026-03-01,2026-03-31,199.00,43.02,49.00,52.38,0.00,343.40,2026-04-15,Paid
5428,1196,2026-04-01,2026-04-30,199.00,98.02,0.00,53.46,0.00,350.48,2026-05-15,Paid
5429,1196,2026-05-01,2026-05-31,199.00,36.19,29.00,47.55,0.00,311.74,2026-06-15,Paid
5430,1196,2026-06-01,2026-06-30,199.00,42.03,29.00,48.61,0.00,318.64,2026-07-15,Paid
5431,1196,2026-07-01,2026-07-31,199.00,95.56,0.00,53.02,0.00,347.58,2026-08-15,Unpaid
5432,1196,2026-08-01,2026-08-31,199.00,47.79,0.00,44.42,0.00,291.21,2026-09-15,Paid
5433,1197,2026-03-01,2026-03-31,399.00,23.01,49.00,84.78,0.00,555.79,2026-04-15,Paid
5434,1197,2026-04-01,2026-04-30,399.00,47.23,0.00,80.32,0.00,526.55,2026-05-15,Paid
5435,1197,2026-05-01,2026-05-31,399.00,19.43,0.00,75.32,0.00,493.75,2026-06-15,Paid
5436,1197,2026-06-01,2026-06-30,399.00,87.48,99.00,105.39,0.00,690.87,2026-07-15,Paid
5437,1197,2026-07-01,2026-07-31,399.00,89.48,49.00,96.75,0.00,634.23,2026-08-15,Unpaid
5438,1197,2026-08-01,2026-08-31,399.00,54.40,99.00,99.43,0.00,651.83,2026-09-15,Unpaid
5439,1199,2026-03-01,2026-03-31,249.00,2.90,49.00,54.16,0.00,355.06,2026-04-15,Unpaid
5440,1199,2026-04-01,2026-04-30,249.00,89.26,0.00,60.89,0.00,399.15,2026-05-15,Paid
5441,1199,2026-05-01,2026-05-31,249.00,26.04,0.00,49.51,0.00,324.55,2026-06-15,Paid
5442,1199,2026-06-01,2026-06-30,249.00,66.38,49.00,65.59,0.00,429.97,2026-07-15,Paid
5443,1199,2026-07-01,2026-07-31,249.00,77.25,0.00,58.72,0.00,384.97,2026-08-15,Unpaid
5444,1199,2026-08-01,2026-08-31,249.00,71.97,0.00,57.77,0.00,378.74,2026-09-15,Paid
5445,1203,2026-03-01,2026-03-31,249.00,82.23,99.00,77.44,0.00,507.67,2026-04-15,Paid
5446,1203,2026-04-01,2026-04-30,249.00,82.18,0.00,59.61,0.00,390.79,2026-05-15,Paid
5447,1203,2026-05-01,2026-05-31,249.00,47.07,49.00,62.11,0.00,407.18,2026-06-15,Paid
5448,1203,2026-06-01,2026-06-30,249.00,9.90,29.00,51.82,90.22,429.94,2026-07-15,Overdue
5449,1203,2026-07-01,2026-07-31,249.00,89.56,0.00,60.94,0.00,399.50,2026-08-15,Unpaid
5450,1203,2026-08-01,2026-08-31,249.00,75.20,99.00,76.18,0.00,499.38,2026-09-15,Paid
5451,1212,2026-03-01,2026-03-31,399.00,22.50,0.00,75.87,0.00,497.37,2026-04-15,Paid
5452,1212,2026-04-01,2026-04-30,399.00,87.03,29.00,92.71,0.00,607.74,2026-05-15,Paid
5453,1212,2026-05-01,2026-05-31,399.00,26.02,49.00,85.32,0.00,559.34,2026-06-15,Paid
5454,1212,2026-06-01,2026-06-30,399.00,97.06,0.00,89.29,22.09,607.44,2026-07-15,Overdue
5455,1212,2026-07-01,2026-07-31,399.00,6.19,29.00,78.15,0.00,512.34,2026-08-15,Unpaid
5456,1212,2026-08-01,2026-08-31,399.00,11.64,19.00,77.34,0.00,506.98,2026-09-15,Unpaid
5457,1216,2026-03-01,2026-03-31,99.00,43.32,0.00,25.62,0.00,167.94,2026-04-15,Paid
5458,1216,2026-04-01,2026-04-30,99.00,73.15,0.00,30.99,0.00,203.14,2026-05-15,Unpaid
5459,1216,2026-05-01,2026-05-31,99.00,2.59,0.00,18.29,0.00,119.88,2026-06-15,Paid
5460,1216,2026-06-01,2026-06-30,99.00,93.69,99.00,52.50,0.00,344.19,2026-07-15,Paid
5461,1216,2026-07-01,2026-07-31,99.00,37.35,99.00,42.36,0.00,277.71,2026-08-15,Unpaid
5462,1216,2026-08-01,2026-08-31,99.00,76.86,0.00,31.65,0.00,207.51,2026-09-15,Paid
5463,1218,2026-03-01,2026-03-31,799.00,18.00,99.00,164.88,45.51,1126.39,2026-04-15,Overdue
5464,1218,2026-04-01,2026-04-30,799.00,85.10,0.00,159.14,0.00,1043.24,2026-05-15,Paid
5465,1218,2026-05-01,2026-05-31,799.00,37.51,0.00,150.57,0.00,987.08,2026-06-15,Unpaid
5466,1218,2026-06-01,2026-06-30,799.00,89.64,0.00,159.96,24.37,1072.97,2026-07-15,Overdue
5467,1218,2026-07-01,2026-07-31,799.00,64.17,0.00,155.37,0.00,1018.54,2026-08-15,Paid
5468,1218,2026-08-01,2026-08-31,799.00,78.04,0.00,157.87,0.00,1034.91,2026-09-15,Unpaid
5469,1221,2026-03-01,2026-03-31,199.00,16.08,19.00,42.13,0.00,276.21,2026-04-15,Paid
5470,1221,2026-04-01,2026-04-30,199.00,60.18,0.00,46.65,0.00,305.83,2026-05-15,Paid
5471,1221,2026-05-01,2026-05-31,199.00,62.40,19.00,50.47,0.00,330.87,2026-06-15,Unpaid
5472,1221,2026-06-01,2026-06-30,199.00,92.44,29.00,57.68,0.00,378.12,2026-07-15,Paid
5473,1221,2026-07-01,2026-07-31,199.00,98.71,0.00,53.59,0.00,351.30,2026-08-15,Unpaid
5474,1221,2026-08-01,2026-08-31,199.00,28.54,0.00,40.96,0.00,268.50,2026-09-15,Unpaid
5475,1222,2026-03-01,2026-03-31,299.00,93.99,0.00,70.74,0.00,463.73,2026-04-15,Paid
5476,1222,2026-04-01,2026-04-30,299.00,10.68,99.00,73.56,0.00,482.24,2026-05-15,Unpaid
5477,1222,2026-05-01,2026-05-31,299.00,92.94,29.00,75.77,0.00,496.71,2026-06-15,Paid
5478,1222,2026-06-01,2026-06-30,299.00,97.28,0.00,71.33,0.00,467.61,2026-07-15,Paid
5479,1222,2026-07-01,2026-07-31,299.00,93.69,0.00,70.68,0.00,463.37,2026-08-15,Paid
5480,1222,2026-08-01,2026-08-31,299.00,63.65,0.00,65.28,0.00,427.93,2026-09-15,Paid
5481,1224,2026-03-01,2026-03-31,179.00,25.14,0.00,36.75,0.00,240.89,2026-04-15,Paid
5482,1224,2026-04-01,2026-04-30,179.00,57.90,49.00,51.46,0.00,337.36,2026-05-15,Paid
5483,1224,2026-05-01,2026-05-31,179.00,16.66,19.00,38.64,0.00,253.30,2026-06-15,Paid
5484,1224,2026-06-01,2026-06-30,179.00,56.76,0.00,42.44,0.00,278.20,2026-07-15,Paid
5485,1224,2026-07-01,2026-07-31,179.00,13.49,49.00,43.47,0.00,284.96,2026-08-15,Unpaid
5486,1224,2026-08-01,2026-08-31,179.00,7.60,49.00,42.41,0.00,278.01,2026-09-15,Unpaid
5487,1229,2026-03-01,2026-03-31,199.00,29.74,29.00,46.39,0.00,304.13,2026-04-15,Unpaid
5488,1229,2026-04-01,2026-04-30,199.00,86.22,0.00,51.34,0.00,336.56,2026-05-15,Unpaid
5489,1229,2026-05-01,2026-05-31,199.00,6.98,0.00,37.08,0.00,243.06,2026-06-15,Paid
5490,1229,2026-06-01,2026-06-30,199.00,5.29,0.00,36.77,0.00,241.06,2026-07-15,Paid
5491,1229,2026-07-01,2026-07-31,199.00,98.75,19.00,57.02,0.00,373.77,2026-08-15,Unpaid
5492,1229,2026-08-01,2026-08-31,199.00,80.46,19.00,53.72,0.00,352.18,2026-09-15,Unpaid
5493,1231,2026-03-01,2026-03-31,479.00,94.78,99.00,121.10,0.00,793.88,2026-04-15,Paid
5494,1231,2026-04-01,2026-04-30,479.00,71.36,29.00,104.28,0.00,683.64,2026-05-15,Paid
5495,1231,2026-05-01,2026-05-31,479.00,60.52,49.00,105.93,0.00,694.45,2026-06-15,Paid
5496,1231,2026-06-01,2026-06-30,479.00,49.42,99.00,112.94,77.18,817.54,2026-07-15,Overdue
